sentence_id,word_id,content,FFD,GD,GPT,TRT,nFix,reading_order
92,92_10,little,102.27,102.27,259.13,201.0,1.87,10.0
92,92_11,on,117.75,128.08,541.92,162.5,1.42,11.0
92,92_12,issues.,119.91,176.82,592.09,200.64,1.45,12.0
92,92_2,between,112.85,121.15,142.0,198.08,1.62,2.0
92,92_3,the,88.6,88.6,88.6,88.6,1.0,3.0
92,92_4,two,104.33,104.33,104.33,128.0,1.25,4.0
92,92_5,was,93.0,93.0,130.64,125.18,1.36,5.0
92,92_6,"bitter,",101.0,112.08,118.92,119.92,1.17,6.0
92,92_7,although,105.64,109.64,109.64,123.0,1.21,7.0
92,92_8,they,76.0,76.0,76.0,76.0,1.0,8.0
92,92_9,differed,121.81,170.06,170.06,232.0,1.81,9.0
93,93_0,At,93.0,93.0,93.0,93.0,1.0,0.0
93,93_1,one,127.58,127.58,127.58,182.5,1.42,1.0
93,93_10,with,106.27,106.27,106.27,112.09,1.09,10.0
93,93_11,both,126.92,126.92,169.38,135.0,1.08,11.0
93,93_12,of,102.25,102.25,102.25,102.25,1.0,12.0
93,93_13,them,102.45,110.45,110.45,110.45,1.09,13.0
93,93_14,he,145.6,145.6,145.6,145.6,1.0,14.0
93,93_15,asked,108.67,129.13,129.13,136.93,1.2,15.0
93,93_16,Dole,85.0,93.67,109.17,93.67,1.08,16.0
93,93_17,if,82.33,82.33,82.33,82.33,1.0,17.0
93,93_18,he,110.0,118.78,130.44,118.78,1.11,18.0
93,93_19,had,98.09,98.09,98.09,98.09,1.0,19.0
93,93_2,point,111.36,111.36,161.45,131.18,1.27,2.0
93,93_20,anything,103.62,171.94,171.94,176.94,1.44,20.0
93,93_21,to,78.0,78.0,124.5,78.0,1.0,21.0
93,93_22,say,117.73,143.73,231.27,143.73,1.2,22.0
93,93_23,to,104.75,104.75,232.25,146.5,1.25,23.0
93,93_24,Bush.,168.22,179.44,314.78,179.44,1.11,24.0
93,93_3,when,103.08,103.08,103.08,115.0,1.08,3.0
93,93_4,a,112.4,112.4,127.4,112.4,1.0,4.0
93,93_5,newscaster,122.06,182.5,201.06,225.81,1.88,5.0
93,93_6,was,96.0,96.0,113.3,107.8,1.1,6.0
93,93_7,conducting,107.19,172.44,177.06,198.19,1.94,7.0
93,93_8,a,106.17,106.17,106.17,106.17,1.0,8.0
93,93_9,conversation,134.0,155.75,245.0,173.94,1.38,9.0
94,94_0,While,152.4,162.3,162.3,207.4,1.4,0.0
94,94_1,in,101.33,101.33,115.33,130.83,1.33,1.0
94,94_10,the,87.11,87.11,87.11,95.33,1.11,10.0
94,94_11,Republican,103.19,155.94,241.88,242.19,2.19,11.0
94,94_12,National,135.06,155.69,324.69,219.94,1.81,12.0
94,94_13,Committee,110.57,126.5,184.21,188.5,1.71,13.0
94,94_14,from,121.38,121.38,121.38,154.75,1.25,14.0
94,94_15,1971,144.4,184.73,384.73,236.0,1.6,15.0
94,94_16,until,97.44,97.44,125.67,97.44,1.0,16.0
94,94_17,1973.,196.46,266.0,582.15,282.38,1.77,17.0
94,94_2,the,122.1,147.8,170.5,176.4,1.5,2.0
94,94_3,Senate,101.5,111.29,146.57,189.14,1.86,3.0
94,94_4,he,138.2,138.2,138.2,138.2,1.0,4.0
94,94_5,also,114.0,119.08,232.38,196.15,1.85,5.0
94,94_6,served,98.62,113.38,163.12,188.56,1.88,6.0
94,94_7,as,103.0,103.0,197.83,132.17,1.33,7.0
94,94_8,chairman,114.88,155.25,191.94,189.5,1.81,8.0
94,94_9,of,105.14,105.14,105.14,105.14,1.0,9.0
95,95_0,Dole,164.38,164.38,164.38,211.5,1.25,0.0
95,95_1,studied,99.75,131.75,202.62,237.5,2.31,1.0
95,95_10,by,94.67,94.67,94.67,94.67,1.0,10.0
95,95_11,the,115.6,115.6,233.0,132.8,1.2,11.0
95,95_12,start,107.87,123.27,154.33,132.87,1.2,12.0
95,95_13,of,108.0,108.0,215.5,108.0,1.0,13.0
95,95_14,World,100.92,100.92,173.75,123.92,1.17,14.0
95,95_15,War,115.36,115.36,325.64,134.91,1.09,15.0
95,95_16,II.,182.25,182.25,508.25,182.25,1.0,16.0
95,95_2,Law,110.5,110.5,133.86,253.21,2.07,2.0
95,95_3,at,119.22,119.22,146.44,147.78,1.33,3.0
95,95_4,"KU,",124.92,163.85,268.54,254.15,2.0,4.0
95,95_5,but,97.12,97.12,114.12,109.62,1.12,5.0
95,95_6,his,117.18,133.45,152.91,163.64,1.45,6.0
95,95_7,studies,111.43,116.93,156.93,134.0,1.29,7.0
95,95_8,were,100.23,100.23,110.23,104.46,1.08,8.0
95,95_9,interrupted,123.31,134.88,134.88,143.56,1.25,9.0
96,96_0,Webster,160.5,218.86,218.86,397.0,2.93,0.0
96,96_1,English,127.69,127.69,246.5,342.56,2.69,1.0
96,96_10,was,113.45,119.64,410.73,146.0,1.36,10.0
96,96_11,an,102.0,102.0,122.8,102.0,1.0,11.0
96,96_12,American,86.33,100.53,276.6,189.8,1.73,12.0
96,96_13,jazz,96.21,96.21,176.5,119.36,1.21,13.0
96,96_14,trumpeter,114.44,200.81,307.25,264.38,2.0,14.0
96,96_15,and,87.83,87.83,383.17,120.17,1.17,15.0
96,96_16,cornetist.,116.36,334.5,615.43,379.57,2.43,16.0
96,96_2,Young,110.31,110.31,254.5,233.75,1.94,2.0
96,96_3,(December,101.73,126.13,242.47,210.0,1.93,3.0
96,96_4,"3,",162.0,162.0,162.0,176.25,1.25,4.0
96,96_5,1932,213.23,255.77,295.69,271.23,1.46,5.0
96,96_6,–,,,,,,
96,96_7,December,114.33,133.93,149.73,190.6,1.8,7.0
96,96_8,"13,",102.89,102.89,382.44,146.33,1.56,8.0
96,96_9,2003),122.25,145.75,176.12,183.5,1.5,9.0
97,97_0,He,115.0,115.0,115.0,115.0,1.0,0.0
97,97_1,is,139.78,139.78,145.67,238.44,1.44,1.0
97,97_10,descent.,134.6,241.73,752.33,331.93,2.13,10.0
97,97_2,of,122.92,128.0,169.5,223.92,1.75,2.0
97,97_3,three,93.92,103.25,332.33,368.0,2.58,3.0
97,97_4,quarters,99.36,128.86,177.07,195.0,1.79,4.0
97,97_5,Irish,106.08,115.69,129.0,128.85,1.23,5.0
97,97_6,and,131.67,131.67,145.5,160.33,1.33,6.0
97,97_7,one,112.1,112.1,126.6,121.8,1.1,7.0
97,97_8,quarter,110.92,143.67,151.75,175.92,1.5,8.0
97,97_9,French,81.67,100.11,136.67,135.0,1.44,9.0
98,98_0,He,82.0,82.0,82.0,82.0,1.0,0.0
98,98_1,"was,",114.9,168.1,168.1,302.1,2.1,1.0
98,98_10,Clinton,110.4,127.6,127.6,146.93,1.27,10.0
98,98_11,on,95.67,103.67,158.33,103.67,1.11,11.0
98,98_12,CBS's,133.75,200.94,213.88,305.12,2.25,12.0
98,98_13,60,133.92,133.92,257.5,169.0,1.33,13.0
98,98_14,Minutes.,112.91,139.64,749.18,173.64,1.45,14.0
98,98_2,for,150.17,170.42,215.58,254.83,1.75,2.0
98,98_3,a,96.38,96.38,246.38,150.62,1.38,3.0
98,98_4,short,87.23,92.0,144.31,145.69,1.54,4.0
98,98_5,"time,",88.75,88.75,88.75,111.75,1.12,5.0
98,98_6,a,92.8,92.8,92.8,92.8,1.0,6.0
98,98_7,commentator,115.81,200.38,200.38,265.5,2.25,7.0
98,98_8,opposite,119.0,149.5,181.19,212.12,1.88,8.0
98,98_9,Bill,85.86,85.86,168.43,106.43,1.29,9.0
99,99_0,He,139.5,139.5,139.5,211.0,1.5,0.0
99,99_1,guest-starred,122.0,189.67,237.27,407.0,3.6,1.0
99,99_10,Susan,133.38,151.62,199.12,223.06,1.94,10.0
99,99_11,in,108.17,108.17,172.67,151.17,1.17,11.0
99,99_12,January,136.07,168.0,290.4,273.53,2.2,12.0
99,99_13,1997,154.0,163.73,417.8,276.13,1.87,13.0
99,99_14,(shortly,144.53,150.8,174.0,205.67,1.67,14.0
99,99_15,after,112.77,112.77,118.46,134.77,1.31,15.0
99,99_16,losing,89.56,89.56,183.56,128.56,1.44,16.0
99,99_17,the,94.33,94.33,94.33,94.33,1.0,17.0
99,99_18,presidential,96.06,137.75,239.06,187.94,2.06,18.0
99,99_19,election).,112.21,118.14,968.71,144.93,1.36,19.0
99,99_2,as,112.8,112.8,112.8,170.7,1.5,2.0
99,99_3,himself,112.64,133.86,188.43,229.79,2.14,3.0
99,99_4,on,94.86,94.86,141.71,116.57,1.29,4.0
99,99_5,NBC's,109.73,164.13,189.13,295.8,2.6,5.0
99,99_6,Brooke,142.69,148.12,196.12,239.69,1.75,6.0
99,99_7,Shields,116.92,128.08,182.0,193.25,1.75,7.0
99,99_8,sitcom,126.07,170.07,217.36,253.07,1.93,8.0
99,99_9,Suddenly,118.44,123.38,316.0,276.06,2.62,9.0
100,100_0,As,126.75,126.75,126.75,126.75,1.0,0.0
100,100_1,their,133.18,168.0,203.18,352.88,2.53,1.0
100,100_10,creative,99.94,155.06,420.94,309.06,2.94,10.0
100,100_11,values.,154.38,165.12,955.25,214.88,1.5,11.0
100,100_2,desire,82.82,112.59,198.06,233.94,2.12,2.0
100,100_3,for,103.33,103.33,103.33,103.33,1.0,3.0
100,100_4,wealth,111.18,129.24,165.24,225.71,2.0,4.0
100,100_5,"grows,",93.0,97.62,121.15,152.23,1.69,5.0
100,100_6,they,90.55,107.09,111.91,126.36,1.27,6.0
100,100_7,discard,130.67,176.0,203.28,260.78,2.11,7.0
100,100_8,spiritual,134.33,144.78,195.61,212.78,1.78,8.0
100,100_9,and,97.5,97.5,97.5,119.75,1.25,9.0
101,101_0,Their,149.67,149.67,149.67,149.67,1.0,0.0
101,101_1,greed,100.88,126.24,138.0,225.88,1.88,1.0
101,101_10,society,125.41,125.41,149.65,151.35,1.24,10.0
101,101_11,crumbles.,139.44,168.11,493.28,198.67,1.39,11.0
101,101_2,leads,119.81,126.19,154.75,189.19,1.56,2.0
101,101_3,to,99.89,115.11,170.56,132.44,1.33,3.0
101,101_4,distrust,122.94,156.17,166.61,245.56,1.83,4.0
101,101_5,and,107.83,107.83,133.0,128.0,1.17,5.0
101,101_6,"dishonesty,",121.78,206.33,254.5,247.78,2.06,6.0
101,101_7,and,102.7,102.7,117.0,111.2,1.1,7.0
101,101_8,eventually,134.5,171.56,181.22,186.5,1.5,8.0
101,101_9,the,108.67,108.67,140.17,128.0,1.17,9.0
102,102_0,In,,,,,,
102,102_1,The,89.58,146.17,146.17,215.08,2.0,1.0
102,102_10,that,88.94,94.19,139.94,147.62,1.62,10.0
102,102_11,as,117.43,117.43,150.79,185.36,1.57,11.0
102,102_12,new,123.22,129.61,193.22,169.83,1.56,12.0
102,102_13,population,125.06,136.78,238.06,245.22,2.11,13.0
102,102_14,centers,137.18,148.65,163.41,192.65,1.59,14.0
102,102_15,emerged,138.94,149.0,195.17,189.39,1.5,15.0
102,102_16,in,123.4,123.4,123.4,123.4,1.0,16.0
102,102_17,the,111.92,125.77,142.15,146.15,1.38,17.0
102,102_18,"west,",142.38,142.38,202.62,176.38,1.38,18.0
102,102_19,centers,107.25,148.5,148.5,206.5,1.81,19.0
102,102_2,Law,110.23,110.23,159.23,144.46,1.38,2.0
102,102_20,of,109.0,109.0,163.8,119.4,1.1,20.0
102,102_21,world,121.5,121.5,171.44,181.81,1.5,21.0
102,102_22,trade,146.19,146.19,186.94,182.75,1.31,22.0
102,102_23,shifted,109.71,140.65,140.65,166.12,1.47,23.0
102,102_24,from,87.86,87.86,87.86,100.29,1.14,24.0
102,102_25,Constantinople,99.44,291.72,294.56,357.94,3.28,25.0
102,102_26,to,73.44,73.44,73.44,73.44,1.0,26.0
102,102_27,Venice,146.25,166.81,171.44,218.88,1.62,27.0
102,102_28,to,113.8,113.8,244.3,151.3,1.5,28.0
102,102_29,Amsterdam,136.89,143.28,363.22,231.67,1.94,29.0
102,102_3,of,92.88,92.88,106.25,112.5,1.12,3.0
102,102_30,to,129.8,129.8,587.6,140.2,1.1,30.0
102,102_31,London.,133.62,192.92,836.62,221.92,1.46,31.0
102,102_4,Civilisation,116.81,148.19,184.62,251.81,2.06,4.0
102,102_5,and,94.89,94.89,136.78,106.22,1.11,5.0
102,102_6,Decay,120.33,141.89,193.17,198.0,1.61,6.0
102,102_7,"(1895),",144.35,191.12,206.29,247.0,1.59,7.0
102,102_8,Adams,119.38,126.44,136.88,194.25,1.62,8.0
102,102_9,noted,129.19,139.31,219.06,167.12,1.38,9.0
103,103_0,He,91.5,91.5,91.5,91.5,1.0,0.0
103,103_1,predicted,98.78,146.83,163.22,282.33,2.22,1.0
103,103_10,would,107.0,114.57,126.29,155.21,1.21,10.0
103,103_11,become,96.0,103.59,137.76,135.06,1.41,11.0
103,103_12,the,88.67,88.67,218.17,127.5,1.17,12.0
103,103_13,world,116.94,116.94,199.12,171.94,1.53,13.0
103,103_14,trade,115.88,121.24,359.47,152.71,1.35,14.0
103,103_15,center.,111.18,116.55,528.73,148.64,1.36,15.0
103,103_2,in,117.5,117.5,153.62,176.5,1.5,2.0
103,103_3,America's,115.5,130.11,184.5,209.33,1.72,3.0
103,103_4,Economic,106.17,106.17,172.44,172.17,1.61,4.0
103,103_5,Supremacy,132.94,187.65,187.65,238.18,2.0,5.0
103,103_6,(1900),175.29,180.86,185.43,230.71,1.5,6.0
103,103_7,that,94.53,113.6,113.6,113.6,1.07,7.0
103,103_8,New,120.78,131.33,131.33,131.33,1.11,8.0
103,103_9,York,89.07,112.0,287.36,125.29,1.36,9.0
104,104_0,She,122.17,122.17,122.17,165.33,1.33,0.0
104,104_1,died,111.56,114.94,148.5,169.19,1.56,1.0
104,104_10,"6,",120.4,120.4,131.6,133.9,1.2,10.0
104,104_11,2004,147.62,151.69,156.88,229.56,1.56,11.0
104,104_12,in,106.67,106.67,388.83,178.67,1.5,12.0
104,104_13,"Tarzana,",169.61,269.67,325.5,417.0,2.61,13.0
104,104_14,California,124.12,129.82,167.24,158.65,1.35,14.0
104,104_15,at,136.0,233.0,233.0,233.0,1.2,15.0
104,104_16,the,108.38,108.38,221.69,132.15,1.23,16.0
104,104_17,age,94.92,101.83,315.42,116.17,1.25,17.0
104,104_18,of,130.1,130.1,415.7,155.1,1.2,18.0
104,104_19,70.,138.12,151.5,422.5,151.5,1.12,19.0
104,104_2,from,113.57,113.57,151.43,128.79,1.14,2.0
104,104_3,multiple,111.81,120.38,180.31,188.88,1.69,3.0
104,104_4,strokes,103.75,118.81,123.75,133.25,1.31,4.0
104,104_5,and,110.14,110.14,126.14,110.14,1.0,5.0
104,104_6,lung,124.29,130.88,135.0,130.88,1.06,6.0
104,104_7,cancer,93.56,97.89,103.61,97.89,1.06,7.0
104,104_8,on,90.14,90.14,90.14,90.14,1.0,8.0
104,104_9,November,126.0,166.56,166.56,180.44,1.56,9.0
105,105_0,During,142.54,175.92,175.92,251.15,1.85,0.0
105,105_1,the,106.86,106.86,123.07,146.93,1.5,1.0
105,105_10,NBC,131.22,153.67,214.28,198.11,1.56,10.0
105,105_11,Symphony,125.78,188.22,444.0,303.06,2.56,11.0
105,105_12,Orchestra.,115.54,133.0,762.0,215.31,1.62,12.0
105,105_2,"1940s,",147.56,177.39,316.22,401.0,2.61,2.0
105,105_3,Coppola,136.0,165.24,191.18,406.65,2.82,3.0
105,105_4,worked,131.47,154.0,237.29,186.18,1.41,4.0
105,105_5,under,111.75,129.75,176.12,143.62,1.25,5.0
105,105_6,Arturo,185.06,211.72,236.56,267.28,1.44,6.0
105,105_7,Toscanini,149.06,262.82,342.12,333.06,2.24,7.0
105,105_8,with,135.83,145.5,167.58,166.25,1.25,8.0
105,105_9,the,90.92,106.0,430.0,150.33,1.67,9.0
106,106_0,He,153.75,153.75,153.75,210.25,1.25,0.0
106,106_1,was,111.87,123.27,159.27,186.07,1.6,1.0
106,106_10,Barrymore,157.28,212.17,212.17,262.83,1.94,10.0
106,106_11,and,94.29,94.29,94.29,107.57,1.14,11.0
106,106_12,the,101.89,101.89,138.0,126.67,1.22,12.0
106,106_13,grandfather,109.22,154.44,229.67,297.22,2.5,13.0
106,106_14,of,114.75,114.75,180.75,114.75,1.0,14.0
106,106_15,Drew,149.56,161.0,381.88,230.38,1.56,15.0
106,106_16,Barrymore.,134.07,185.57,782.71,207.71,1.43,16.0
106,106_2,the,106.25,106.25,135.0,124.5,1.17,2.0
106,106_3,younger,98.08,98.08,125.38,206.92,2.0,3.0
106,106_4,brother,96.78,104.94,127.17,184.28,1.72,4.0
106,106_5,of,78.6,78.6,78.6,78.6,1.0,5.0
106,106_6,actors,128.76,147.82,166.94,211.41,1.65,6.0
106,106_7,Lionel,125.59,138.65,138.65,188.59,1.59,7.0
106,106_8,and,109.33,158.67,158.67,167.33,1.5,8.0
106,106_9,Ethel,141.94,160.06,160.06,187.44,1.44,9.0
107,107_0,They,132.0,132.0,132.0,150.25,1.12,0.0
107,107_1,had,122.57,129.36,133.21,151.36,1.21,1.0
107,107_10,Drew,125.59,154.12,222.41,235.88,2.0,10.0
107,107_11,Barrymore,113.93,120.2,212.67,152.67,1.4,11.0
107,107_12,(father,118.11,134.67,233.67,160.89,1.39,12.0
107,107_13,of,101.14,101.14,446.57,122.14,1.14,13.0
107,107_14,Drew,112.2,116.67,328.87,142.4,1.27,14.0
107,107_15,Barrymore).,143.78,153.22,541.11,170.22,1.33,15.0
107,107_2,two,125.85,139.69,209.85,190.0,1.62,2.0
107,107_3,"children,",102.93,102.93,140.8,145.13,1.27,3.0
107,107_4,Dolores,137.35,144.0,144.0,205.12,1.59,4.0
107,107_5,Ethel,183.11,210.22,235.39,228.78,1.44,5.0
107,107_6,Mae,108.21,114.79,126.43,145.36,1.36,6.0
107,107_7,Barrymore,103.65,171.59,213.65,200.24,1.88,7.0
107,107_8,and,71.89,71.89,71.89,71.89,1.0,8.0
107,107_9,John,107.86,114.64,150.21,133.86,1.29,9.0
108,108_0,When,89.5,116.12,116.12,210.0,1.62,0.0
108,108_1,she,97.8,102.73,129.73,217.2,1.8,1.0
108,108_2,became,106.24,112.65,215.24,163.12,1.47,2.0
108,108_3,"pregnant,",100.36,109.57,160.07,127.14,1.29,3.0
108,108_4,Barrymore,116.0,183.65,183.65,285.47,2.59,4.0
108,108_5,proposed,134.78,209.44,436.56,287.72,2.06,5.0
108,108_6,marriage.,151.62,178.25,517.38,200.88,1.38,6.0
109,109_0,But,126.09,126.09,126.09,180.82,1.27,0.0
109,109_1,White,108.29,139.88,230.06,272.41,2.06,1.0
109,109_10,undergo,135.0,193.94,210.89,230.89,1.83,10.0
109,109_11,an,135.67,135.67,135.67,135.67,1.0,11.0
109,109_12,operation,103.5,139.56,152.0,180.5,1.72,12.0
109,109_13,for,100.86,100.86,215.57,133.43,1.29,13.0
109,109_14,appendicitis.,126.44,298.61,730.17,357.33,2.61,14.0
109,109_2,"intervened,",118.17,148.11,288.44,264.06,2.28,2.0
109,109_3,and,97.38,97.38,147.25,106.75,1.12,3.0
109,109_4,arranged,113.22,138.94,143.11,180.39,1.39,4.0
109,109_5,for,146.75,146.75,146.75,146.75,1.0,5.0
109,109_6,the,98.27,106.0,106.0,139.45,1.36,6.0
109,109_7,still-teenaged,109.44,235.06,468.39,344.83,3.11,7.0
109,109_8,Evelyn,155.53,175.18,175.18,205.18,1.29,8.0
109,109_9,to,80.14,80.14,194.14,88.86,1.14,9.0
110,110_0,White,126.69,138.77,138.77,355.46,2.38,0.0
110,110_1,was,111.89,134.0,177.5,219.17,1.94,1.0
110,110_10,Harry,126.35,160.06,169.29,209.65,1.71,10.0
110,110_11,K.,92.44,92.44,177.44,92.44,1.0,11.0
110,110_12,Thaw.,129.5,164.75,587.94,216.69,1.69,12.0
110,110_2,later,106.06,106.06,262.53,195.24,1.71,2.0
110,110_3,murdered,105.59,121.0,177.88,202.18,1.88,3.0
110,110_4,by,90.67,90.67,185.0,131.89,1.33,4.0
110,110_5,Nesbit's,136.33,210.17,265.39,315.28,2.22,5.0
110,110_6,vengeful,158.89,162.72,249.67,227.33,1.67,6.0
110,110_7,"husband,",124.07,141.07,302.2,165.07,1.4,7.0
110,110_8,Pittsburgh,123.78,202.94,202.94,246.67,1.89,8.0
110,110_9,millionaire,117.0,127.56,204.83,162.94,1.39,9.0
111,111_0,His,137.75,137.75,137.75,207.5,1.38,0.0
111,111_1,dying,111.0,121.67,158.73,205.53,1.53,1.0
111,111_10,fellow'.,141.67,198.67,692.89,225.72,1.5,10.0
111,111_2,words,136.0,142.4,152.13,256.53,1.87,2.0
111,111_3,were,104.86,125.07,234.0,212.5,1.79,3.0
111,111_4,'Die?,106.12,138.71,247.18,202.59,1.82,4.0
111,111_5,I,167.6,167.6,167.6,167.6,1.0,5.0
111,111_6,should,112.8,156.47,156.47,235.13,1.8,6.0
111,111_7,say,110.41,116.88,172.59,180.82,1.71,7.0
111,111_8,"not,",87.8,94.53,190.73,178.6,1.87,8.0
111,111_9,dear,94.93,94.93,161.6,112.67,1.27,9.0
112,112_0,In,110.67,110.67,110.67,210.83,1.83,0.0
112,112_1,1964,119.06,147.06,267.29,384.06,2.53,1.0
112,112_10,year,113.62,148.81,202.75,174.0,1.38,10.0
112,112_11,to,120.07,120.07,361.14,160.5,1.43,11.0
112,112_12,Dot,113.25,127.0,410.06,162.62,1.5,12.0
112,112_13,Records.,163.0,172.92,762.0,179.23,1.15,13.0
112,112_2,she,111.1,111.1,134.0,250.0,2.0,2.0
112,112_3,went,124.94,130.19,189.06,265.06,1.94,3.0
112,112_4,to,83.22,99.56,131.11,129.67,1.22,4.0
112,112_5,Reprise,145.65,156.76,202.65,240.29,1.82,5.0
112,112_6,"again,",117.0,129.33,134.53,160.4,1.4,6.0
112,112_7,shifting,130.75,157.62,157.62,200.69,1.75,7.0
112,112_8,the,109.0,109.0,109.0,133.92,1.25,8.0
112,112_9,next,108.55,108.55,108.55,140.45,1.27,9.0
113,113_0,No,145.89,145.89,145.89,206.56,1.44,0.0
113,113_1,Barrymore,115.71,170.65,239.76,433.29,3.18,1.0
113,113_10,to,74.56,74.56,511.22,94.89,1.22,10.0
113,113_11,him.,165.71,179.71,422.14,201.29,1.29,11.0
113,113_2,would,125.25,136.06,204.75,213.56,1.88,2.0
113,113_3,allow,123.4,149.93,219.07,177.07,1.4,3.0
113,113_4,such,102.54,102.54,175.08,126.85,1.23,4.0
113,113_5,a,88.0,88.0,105.5,95.9,1.1,5.0
113,113_6,conventional,116.94,166.59,172.71,176.24,1.59,6.0
113,113_7,thing,96.79,123.93,129.43,123.93,1.21,7.0
113,113_8,to,90.6,90.6,90.6,90.6,1.0,8.0
113,113_9,happen,147.94,155.61,238.33,162.94,1.17,9.0
114,114_0,According,103.93,130.2,130.2,189.2,1.8,0.0
114,114_1,to,129.0,129.0,183.83,168.67,1.17,1.0
114,114_10,Barrymore's,115.5,171.06,244.33,256.89,2.28,10.0
114,114_11,body,137.0,140.69,144.44,172.19,1.38,11.0
114,114_12,after,134.23,140.85,164.77,203.69,1.69,12.0
114,114_13,the,101.88,101.88,118.38,121.12,1.25,13.0
114,114_14,"funeral,",107.82,124.24,152.12,137.88,1.41,14.0
114,114_15,and,88.31,88.31,88.31,88.31,1.0,15.0
114,114_16,left,144.67,152.67,152.67,171.11,1.33,16.0
114,114_17,his,129.17,148.17,246.75,189.75,1.42,17.0
114,114_18,corpse,90.77,105.62,172.85,155.92,1.69,18.0
114,114_19,propped,130.47,140.12,174.65,220.06,1.65,19.0
114,114_2,Errol,128.61,162.33,178.67,203.61,1.56,2.0
114,114_20,in,96.6,96.6,242.2,127.4,1.2,20.0
114,114_21,a,114.25,114.25,175.0,160.58,1.42,21.0
114,114_22,chair,125.75,140.08,184.08,168.92,1.42,22.0
114,114_23,for,116.36,122.45,137.91,137.82,1.27,23.0
114,114_24,a,105.6,105.6,105.6,121.6,1.1,24.0
114,114_25,drunken,100.88,117.88,191.44,141.38,1.44,25.0
114,114_26,Flynn,163.47,168.73,168.73,209.8,1.33,26.0
114,114_27,to,116.0,116.0,189.3,124.6,1.1,27.0
114,114_28,discover,97.39,113.61,177.28,140.44,1.5,28.0
114,114_29,when,122.67,122.67,129.33,152.33,1.33,29.0
114,114_3,Flynn's,134.06,137.83,146.89,198.83,1.56,3.0
114,114_30,he,121.43,121.43,121.43,151.29,1.14,30.0
114,114_31,returned,108.69,117.81,125.31,125.94,1.25,31.0
114,114_32,home,103.07,103.07,231.0,129.86,1.29,32.0
114,114_33,from,107.43,107.43,150.86,153.14,1.43,33.0
114,114_34,The,104.44,104.44,119.33,119.67,1.22,34.0
114,114_35,Cock,111.5,151.62,313.12,185.25,1.56,35.0
114,114_36,and,93.0,93.0,93.0,107.0,1.2,36.0
114,114_37,Bull,135.5,155.5,457.75,155.5,1.17,37.0
114,114_38,bar.,153.0,153.0,1388.87,234.2,1.53,38.0
114,114_4,"memoirs,",136.39,172.17,185.67,211.33,1.61,4.0
114,114_5,film,136.73,136.73,152.18,197.18,1.64,5.0
114,114_6,director,128.76,182.18,182.18,277.41,2.47,6.0
114,114_7,Raoul,134.17,141.83,213.44,228.89,1.78,7.0
114,114_8,Walsh,127.17,175.78,229.33,266.94,2.06,8.0
114,114_9,'borrowed',103.06,131.11,277.06,273.83,2.44,9.0
115,115_0,Other,123.67,123.67,123.67,182.25,1.42,0.0
115,115_1,accounts,109.19,122.06,194.44,192.69,1.69,1.0
115,115_10,Lorre,107.94,107.94,141.38,140.88,1.31,10.0
115,115_11,in,95.67,95.67,95.67,95.67,1.0,11.0
115,115_12,the,107.56,122.44,122.44,148.33,1.44,12.0
115,115_13,place,121.36,151.5,210.86,196.07,1.79,13.0
115,115_14,of,84.6,84.6,227.0,99.6,1.2,14.0
115,115_15,Walsh.,110.93,156.79,714.57,233.5,1.64,15.0
115,115_2,of,106.5,106.5,156.0,147.83,1.5,2.0
115,115_3,this,136.77,136.77,136.77,168.92,1.15,3.0
115,115_4,classic,116.07,119.86,138.86,205.5,1.71,4.0
115,115_5,Hollywood,107.94,126.82,135.94,200.41,1.76,5.0
115,115_6,tale,126.06,126.06,153.94,152.94,1.31,6.0
115,115_7,substitute,108.0,133.44,266.44,189.5,1.69,7.0
115,115_8,actor,141.44,180.81,180.81,222.19,1.62,8.0
115,115_9,Peter,102.29,116.53,328.18,253.41,2.18,9.0
116,116_0,He,108.25,108.25,108.25,175.5,1.5,0.0
116,116_1,is,115.75,115.75,175.38,194.0,1.62,1.0
116,116_10,great,83.47,88.6,96.67,136.0,1.4,10.0
116,116_11,great,121.07,126.73,126.73,181.8,1.4,11.0
116,116_12,grandfather,106.38,118.19,210.38,323.69,2.81,12.0
116,116_13,of,115.14,115.14,173.57,132.0,1.14,13.0
116,116_14,President,128.17,128.17,217.06,199.89,1.72,14.0
116,116_15,George,104.11,104.11,255.5,125.94,1.28,15.0
116,116_16,W.,77.6,77.6,336.4,77.6,1.0,16.0
116,116_17,Bush,104.62,104.62,104.62,104.62,1.0,17.0
116,116_18,through,122.25,143.56,146.69,189.5,1.56,18.0
116,116_19,his,76.0,76.0,249.57,94.0,1.14,19.0
116,116_2,also,93.5,99.0,139.5,164.43,1.79,2.0
116,116_20,son,146.78,146.78,180.56,202.44,1.44,20.0
116,116_21,Reverend,125.44,156.25,270.31,286.25,2.31,21.0
116,116_22,James,119.88,123.19,196.31,243.94,2.0,22.0
116,116_23,Smith,146.93,160.67,434.13,231.2,1.6,23.0
116,116_24,Bush.,108.7,108.7,472.4,128.9,1.1,24.0
116,116_3,notable,106.94,112.31,128.25,206.25,1.75,3.0
116,116_4,in,129.0,129.0,281.33,164.67,1.33,4.0
116,116_5,that,100.42,106.08,220.5,134.83,1.33,5.0
116,116_6,he,100.3,100.3,127.4,123.4,1.2,6.0
116,116_7,is,129.38,129.38,129.38,138.5,1.12,7.0
