sentence_id,node_id,node_type,instance,word_index,word,depth,degree,in_degree,out_degree
69,s,instance,sign-02,0,sign-02,0,5,1,4
69,p,instance,person,0,person,1,5,4,1
69,n,instance,name,0,Christian,2,2,1,1
69,w,instance,warrant-01,0,warrant-01,1,3,1,2
69,a,instance,arrest-01,0,arrest-01,2,3,1,2
69,p2,instance,person,0,person,3,2,1,1
69,n2,instance,name,0,Struensee,4,2,1,1
69,i,instance,indifferent-01,0,indifferent-01,1,3,1,2
69,p3,instance,press-01,0,press-01,0,3,0,3
69,g,instance,grandmother-01,0,grandmother-01,0,6,2,4
69,p4,instance,paternal,0,paternal,0,1,1,0
69,n3,instance,name,0,Sophie,0,5,1,4
69,l,instance,lead-02,0,lead-02,0,3,0,3
69,m,instance,move-02,0,move-02,0,3,1,2
69,d,instance,dissolve-01,0,dissolve-01,0,3,1,2
69,m2,instance,marry-01,0,marry-01,0,3,1,2
69,n3,instance,name,1,Magdalene,0,5,1,4
69,n3,instance,name,2,of,0,5,1,4
69,n3,instance,name,3,Brandenburg-Kulmbach,0,5,1,4
70,a,instance,and,0,and,0,2,0,2
70,l,instance,leave-11,0,leave-11,1,7,1,6
70,p,instance,person,0,person,2,8,7,1
70,n,instance,name,0,Caroline,3,3,1,2
70,c,instance,country,0,country,2,2,1,1
70,n2,instance,name,0,Denmark,3,2,1,1
70,e,instance,eventual,0,eventual,2,1,1,0
70,e2,instance,exile-01,0,exile-01,2,3,1,2
70,c2,instance,contrast-01,0,contrast-01,2,4,1,3
70,r,instance,retain-01,0,retain-01,3,4,1,3
70,t,instance,title,0,title,4,2,1,1
70,r2,instance,retain-01,0,retain-01,3,5,1,4
70,c3,instance,child,0,child,4,2,1,1
70,s,instance,spend-02,0,spend-02,1,5,1,4
70,d,instance,day,0,day,2,2,2,0
70,r3,instance,remain-01,0,remain-01,0,2,0,2
70,c4,instance,city,0,city,2,3,2,1
70,n3,instance,name,0,Celle,3,2,1,1
70,n4,instance,neighbor-01,0,neighbor-01,0,2,0,2
70,n,instance,name,1,Mathilde,3,3,1,2
71,d,instance,die-01,0,die-01,0,5,0,5
71,s,instance,she,0,she,1,1,1,0
71,c,instance,cancer,0,cancer,1,1,1,0
71,t,instance,there,0,there,1,1,1,0
71,d2,instance,date-entity,0,1775,1,4,1,3
72,p,instance,person,0,person,0,5,3,2
72,n,instance,name,0,Franklin,1,4,1,3
72,d,instance,direct-01,0,direct-01,0,3,0,3
72,f,instance,film,0,film,0,1,1,0
72,c,instance,country,0,country,1,2,1,1
72,n2,instance,name,0,United,2,3,1,2
72,b,instance,bear-02,0,bear-02,0,3,0,3
72,d2,instance,date-entity,0,1920,0,4,1,3
72,d3,instance,die-01,0,die-01,0,3,0,3
72,d4,instance,date-entity,0,1989,0,4,1,3
72,n,instance,name,1,James,1,4,1,3
72,n2,instance,name,1,States,2,3,1,2
72,n,instance,name,2,Schaffner,1,4,1,3
73,p,instance,person,0,person,0,5,3,2
73,n,instance,name,0,Talia,1,3,1,2
73,a,instance,act-01,0,act-01,0,3,0,3
73,c,instance,country,0,country,0,2,1,1
73,n2,instance,name,0,United,0,3,1,2
73,d,instance,descend-01,0,descend-01,1,4,1,3
73,c2,instance,country,0,country,2,2,1,1
73,n3,instance,name,0,Italy,3,2,1,1
73,b,instance,bear-02,0,bear-02,0,3,0,3
73,d2,instance,date-entity,0,1946,0,4,1,3
73,n,instance,name,1,Shire,1,3,1,2
73,n2,instance,name,1,States,0,3,1,2
74,a,instance,appear-01,0,appear-01,0,3,0,3
74,h,instance,he,0,he,1,1,1,0
74,a2,instance,and,0,and,1,4,1,3
74,m,instance,movie,0,movie,2,4,1,3
74,n,instance,name,0,Miss,3,4,1,3
74,d,instance,date-entity,0,1953,3,2,1,1
74,p,instance,person,0,person,3,2,1,1
74,n2,instance,name,0,Rita,4,3,1,2
74,m2,instance,movie,0,movie,2,3,1,2
74,n3,instance,name,0,The,3,4,1,3
74,d2,instance,date-entity,0,1954,3,2,1,1
74,m3,instance,movie,0,movie,2,4,1,3
74,n4,instance,name,0,Deep,3,5,1,4
74,m4,instance,musical,0,musical,3,1,1,0
74,c,instance,company,0,company,3,2,1,1
74,n5,instance,name,0,MGM,4,2,1,1
74,n,instance,name,1,Sadie,3,4,1,3
74,n2,instance,name,1,Hayworth,4,3,1,2
74,n3,instance,name,1,Caine,3,4,1,3
74,n4,instance,name,1,in,3,5,1,4
74,n,instance,name,2,Thompson,3,4,1,3
74,n3,instance,name,2,Mutiny,3,4,1,3
74,n4,instance,name,2,My,3,5,1,4
74,n4,instance,name,3,Heart,3,5,1,4
75,d,instance,direct-01,0,direct-01,0,4,0,4
75,p,instance,person,0,person,1,2,1,1
75,n,instance,name,0,Ferrer,2,2,1,1
75,m,instance,movie,0,movie,1,2,1,1
75,n2,instance,name,0,The,2,3,1,2
75,d2,instance,date-entity,0,1955,1,2,1,1
75,n2,instance,name,1,Shrike,2,3,1,2
76,f,instance,follow-01,0,follow-01,0,3,0,3
76,a,instance,and,0,and,1,3,1,2
76,m,instance,movie,0,movie,2,2,1,1
76,n,instance,name,0,The,3,4,1,3
76,m2,instance,movie,0,movie,2,2,1,1
76,n2,instance,name,0,The,3,4,1,3
76,a2,instance,after,0,after,1,2,1,1
76,t,instance,temporal-quantity,0,temporal-quantity,2,3,1,2
76,y,instance,year,0,year,3,1,1,0
76,n,instance,name,1,Cockleshell,3,4,1,3
76,n2,instance,name,1,Great,3,4,1,3
76,n,instance,name,2,Heroes,3,4,1,3
76,n2,instance,name,2,Man,3,4,1,3
77,a,instance,appear-01,0,appear-01,0,4,0,4
77,p,instance,person,0,person,1,2,1,1
77,n,instance,name,0,Ferrer,2,2,1,1
77,m,instance,movie,0,movie,1,2,1,1
77,n2,instance,name,0,I,2,3,1,2
77,d,instance,date-entity,0,1958,1,2,1,1
77,n2,instance,name,1,Accuse!,2,3,1,2
78,c,instance,contrast-01,0,contrast-01,0,3,0,3
78,a,instance,and,0,and,1,3,1,2
78,d1,instance,direct-01,0,direct-01,2,6,1,5
78,p,instance,person,0,person,3,5,4,1
78,n,instance,name,0,Ferrer,4,2,1,1
78,m1,instance,movie,0,movie,3,3,2,1
78,n1,instance,name,0,Return,4,5,1,4
78,y1,instance,date-entity,0,1961,3,2,1,1
78,a2,instance,also,0,also,3,1,1,0
78,d2,instance,direct-01,0,direct-01,2,6,1,5
78,r,instance,remake-01,0,remake-01,3,4,2,2
78,m2,instance,movie,0,movie,4,2,1,1
78,n2,instance,name,0,State,5,3,1,2
78,y2,instance,date-entity,0,1962,3,2,1,1
78,a3,instance,also,0,also,3,1,1,0
78,a4,instance,and,0,and,1,3,1,2
78,p1,instance,appear-01,0,appear-01,2,5,1,4
78,p2,instance,appear-01,0,appear-01,2,5,1,4
78,n1,instance,name,1,to,4,5,1,4
78,n2,instance,name,1,Fair,5,3,1,2
78,n1,instance,name,2,Peyton,4,5,1,4
78,n1,instance,name,3,Place,4,5,1,4
79,w,instance,wife-01,0,wife-01,0,4,0,4
79,p,instance,person,0,person,1,2,1,1
79,n,instance,name,0,Clooney,2,2,1,1
79,p2,instance,person,0,person,1,2,1,1
79,n2,instance,name,0,Ferrer,2,2,1,1
79,o,instance,ordinal-entity,0,ordinal-entity,1,2,1,1
80,m,instance,marry-01,0,marry-01,0,4,0,4
80,p,instance,person,0,person,1,5,4,1
80,d,instance,date-entity,0,1953,1,2,1,1
80,b,instance,before,0,before,1,2,1,1
80,d2,instance,divorce-01,0,divorce-01,2,5,1,4
80,d3,instance,date-entity,0,1961,3,2,1,1
80,b2,instance,before,0,before,3,2,1,1
80,m2,instance,marry-01,0,marry-01,4,5,1,4
80,d4,instance,date-entity,0,1964,5,2,1,1
80,b3,instance,before,0,before,5,2,1,1
80,d5,instance,divorce-01,0,divorce-01,6,5,1,4
80,d6,instance,date-entity,0,1967,7,2,1,1
80,a,instance,again,0,again,7,1,1,0
81,w,instance,win-01,0,win-01,0,5,0,5
81,p,instance,person,0,person,1,3,2,1
81,n,instance,name,0,Ferrer,2,2,1,1
81,a,instance,award-01,0,award-01,1,3,1,2
81,n2,instance,name,0,Academy,2,3,1,2
81,p2,instance,portray-01,0,portray-01,1,5,1,4
81,p3,instance,person,0,person,2,2,1,1
81,n3,instance,name,0,Cyrano,3,4,1,3
81,f,instance,film,0,film,2,3,1,2
81,n4,instance,name,0,Cyrano,3,4,1,3
81,d,instance,date-entity,0,1950,3,2,1,1
81,d2,instance,date-entity,0,1950,1,2,1,1
81,n2,instance,name,1,Award,2,3,1,2
81,n3,instance,name,1,de,3,4,1,3
81,n4,instance,name,1,de,3,4,1,3
81,n3,instance,name,2,Bergerac,3,4,1,3
81,n4,instance,name,2,Bergerac,3,4,1,3
82,p,instance,play-02,0,play-02,0,5,0,5
82,h,instance,he,0,he,1,1,1,0
82,p2,instance,person,0,person,1,2,1,1
82,n,instance,name,0,Cyrano,2,2,1,1
82,m,instance,movie,0,movie,1,3,1,2
82,n2,instance,name,0,Cyrano,2,4,1,3
82,c,instance,country,0,country,2,2,1,1
82,n3,instance,name,0,France,3,2,1,1
82,a,instance,again,0,again,1,2,1,1
82,y,instance,yet,0,yet,2,1,1,0
82,n2,instance,name,1,et,2,4,1,3
82,n2,instance,name,2,D'Artagnan,2,4,1,3
83,h,instance,have-03,0,have-03,0,7,0,7
83,p,instance,person,0,person,1,2,1,1
83,n,instance,name,0,Ferrer,2,2,1,1
83,r,instance,role-01,0,role-01,1,4,2,2
83,r2,instance,recur-01,0,recur-01,0,2,0,2
83,f,instance,father-01,0,father-01,2,5,3,2
83,p2,instance,person,0,person,3,2,1,1
83,n2,instance,name,0,Julia,4,3,1,2
83,w,instance,wealthy-01,0,wealthy-01,0,3,0,3
83,i,instance,insane-01,0,insane-01,0,2,1,1
83,w2,instance,wasp-01,0,wasp-01,0,2,0,2
83,s,instance,sitcom,0,sitcom,1,4,2,2
83,n3,instance,name,0,Newhart,2,2,1,1
83,t,instance,television,0,television,2,1,1,0
83,p3,instance,popular-01,0,popular-01,0,2,0,2
83,c,instance,country,0,country,1,2,1,1
83,n4,instance,name,0,United,2,3,1,2
83,a,instance,also,0,also,1,1,1,0
83,n2,instance,name,1,Duffy,4,3,1,2
83,n4,instance,name,1,States,2,3,1,2
84,h,instance,have-03,0,have-03,0,6,0,6
84,p,instance,person,0,person,1,1,1,0
84,r,instance,role,0,role,1,4,2,2
84,m,instance,memorable,0,memorable,2,1,1,0
84,r2,instance,recur-01,0,recur-01,0,2,0,2
84,a,instance,attorney,0,attorney,2,3,1,2
84,n,instance,name,0,Reuben,3,3,1,2
84,a2,instance,and,0,and,3,3,1,2
84,e,instance,elegant,0,elegant,4,1,1,0
84,f,instance,flamboyant,0,flamboyant,4,1,1,0
84,s,instance,soap-opera,0,soap-opera,1,2,1,1
84,n2,instance,name,0,Another,2,3,1,2
84,e2,instance,early,0,early,2,1,1,0
84,a3,instance,also,0,also,1,1,1,0
84,n,instance,name,1,Marino,3,3,1,2
84,n2,instance,name,1,World,2,3,1,2
85,h,instance,have-03,0,have-03,0,3,0,3
85,p,instance,person,0,person,1,3,2,1
85,n,instance,name,0,Jack,2,3,1,2
85,a,instance,actor-01,0,actor-01,0,2,0,2
85,n2,instance,nephew,0,nephew,1,2,1,1
85,h2,instance,he,0,he,2,1,1,0
85,n,instance,name,1,Davenport,2,3,1,2
86,f,instance,fly-01,0,fly-01,0,4,0,4
86,h,instance,he,0,he,1,1,1,0
86,a,instance,aircraft,0,aircraft,1,2,1,1
86,n,instance,name,0,P-38,2,3,1,2
86,c,instance,campaign,0,campaign,1,3,1,2
86,n2,instance,name,0,North,2,3,1,2
86,d,instance,date-entity,0,1942,2,3,1,2
86,n,instance,name,1,Lightning,2,3,1,2
86,n2,instance,name,1,African,2,3,1,2
87,b,instance,become-01,0,become-01,0,4,0,4
87,p,instance,person,0,person,1,4,3,1
87,k,instance,know-01,0,know-01,1,4,1,3
87,p2,instance,politician,0,politician,2,4,2,2
87,l,instance,last,0,last,3,1,1,0
87,c,instance,country,0,country,3,2,1,1
87,n,instance,name,0,Australia,4,2,1,1
87,a,instance,and,0,and,0,3,0,3
87,a2,instance,advocate-01,0,advocate-01,0,3,1,2
87,p3,instance,punish-01,0,punish-01,0,4,2,2
87,c2,instance,capital,0,capital,0,1,1,0
87,u,instance,use-01,0,use-01,0,3,1,2
87,y,instance,year,0,year,1,3,1,2
87,l2,instance,late,0,late,2,1,1,0
88,m,instance,multi-sentence,0,multi-sentence,0,2,0,2
88,e,instance,educate-01,0,educate-01,1,4,1,3
88,p,instance,person,0,person,2,3,2,1
88,n,instance,name,0,He,3,2,1,1
88,a,instance,and,0,and,2,3,1,2
88,s,instance,school,0,school,3,2,1,1
88,n2,instance,name,0,Skipton,4,4,1,3
88,g,instance,grammar-school,0,grammar-school,3,2,1,1
88,n3,instance,name,0,Ballarat,4,3,1,2
88,p2,instance,premier,0,premier,1,5,2,3
88,l,instance,last,0,last,2,1,1,0
88,v,instance,province,0,province,2,2,1,1
88,n4,instance,name,0,Victoria,3,2,1,1
88,h,instance,have-03,0,have-03,0,4,0,4
88,e2,instance,education,0,education,0,2,1,1
88,u,instance,university,0,university,0,1,1,0
88,n2,instance,name,1,primary,4,4,1,3
88,n3,instance,name,1,Grammar,4,3,1,2
88,n2,instance,name,2,school,4,4,1,3
89,r,instance,release-01,0,release-01,0,4,0,4
89,p,instance,person,0,person,1,7,6,1
89,n,instance,name,0,Bob,2,3,1,2
89,b,instance,biography,0,biography,1,5,2,3
89,n2,instance,name,0,One,2,6,1,5
89,i,instance,isbn,0,isbn,2,2,1,1
89,t,instance,talk-01,0,talk-01,0,3,0,3
89,a,instance,and,0,and,0,3,1,2
89,e,instance,experience-01,0,experience-01,0,4,1,3
89,w,instance,war-01,0,war-01,0,3,1,2
89,n3,instance,name,0,World,0,4,1,3
89,b2,instance,battle-01,0,battle-01,0,4,1,3
89,s,instance,survive-01,0,survive-01,0,4,1,3
89,i2,instance,injure-01,0,injure-01,0,4,1,3
89,w2,instance,war,0,war,0,1,1,0
89,d,instance,date-entity,0,2005,1,4,1,3
89,n,instance,name,1,Dole,2,3,1,2
89,n2,instance,name,1,Soldier's,2,6,1,5
89,n3,instance,name,1,War,0,4,1,3
89,n2,instance,name,2,Story:,2,6,1,5
89,n3,instance,name,2,II,0,4,1,3
89,n2,instance,name,3,A,2,6,1,5
89,n2,instance,name,4,Memoir,2,6,1,5
90,a,instance,and,0,and,0,2,0,2
90,t,instance,take-01,0,take-01,1,7,2,5
90,p,instance,person,0,person,2,4,3,1
90,n,instance,name,0,Dole,3,2,1,1
90,j,instance,job,0,job,2,3,1,2
90,o,instance,odd,0,odd,3,1,1,0
90,m,instance,many,0,many,3,1,1,0
90,c,instance,city,0,city,2,2,1,1
90,n2,instance,name,0,Russell,3,2,1,1
90,b,instance,boy,0,boy,2,2,1,1
90,w,instance,work-01,0,work-01,1,6,1,5
90,p2,instance,person,0,person,2,2,2,0
90,j2,instance,jerk-01,0,jerk-01,0,3,0,3
90,s,instance,soda,0,soda,0,1,1,0
90,s2,instance,store,0,store,2,3,1,2
90,d,instance,drug,0,drug,3,1,1,0
90,l,instance,local,0,local,3,1,1,0
90,a2,instance,after,0,after,2,2,1,1
91,a,instance,and,0,and,0,2,0,2
91,r,instance,run-02,0,run-02,1,7,1,6
91,p,instance,person,0,person,2,6,6,0
91,n,instance,nominate-01,0,nominate-01,2,5,1,4
91,p2,instance,political-party,0,political-party,3,3,2,1
91,n2,instance,name,0,Republican,4,2,1,1
91,o,instance,office,0,office,3,3,2,1
91,n3,instance,name,0,President,4,2,1,1
91,a2,instance,also,0,also,2,1,1,0
91,s,instance,succeed-01,0,succeed-01,2,4,1,3
91,d,instance,date-entity,0,1980,2,2,1,1
91,b,instance,bid-01,0,bid-01,1,7,2,5
91,n4,instance,name,0,George,2,9,2,7
91,s2,instance,serious,0,serious,2,2,1,1
91,m,instance,more,0,more,3,1,1,0
91,d2,instance,date-entity,0,1988,2,2,1,1
91,l,instance,lose-02,0,lose-02,0,4,0,4
91,p3,instance,person,0,person,0,3,2,1
91,h,instance,have-org-role-91,0,have-org-role-91,0,4,0,4
91,o2,instance,office,0,office,0,2,1,1
91,n5,instance,name,0,Vice,0,3,1,2
91,t,instance,then,0,then,0,1,1,0
91,n4,instance,name,1,H.W.,2,9,2,7
91,n5,instance,name,1,President,0,3,1,2
91,n4,instance,name,2,Bush,2,9,2,7
92,c,instance,contrast-01,0,contrast-01,0,3,0,3
92,b,instance,bitter-02,0,bitter-02,1,3,1,2
92,c2,instance,contest-01,0,contest-01,2,3,1,2
92,p,instance,person,0,person,2,3,2,1
92,d,instance,differ-02,0,differ-02,1,5,1,4
92,i,instance,issue,0,issue,2,1,1,0
92,l,instance,little-03,0,little-03,2,2,1,1
93,a,instance,ask-01,0,ask-01,0,5,0,5
93,n,instance,newscaster,0,newscaster,1,2,2,0
93,p1,instance,person,0,person,1,5,4,1
93,n1,instance,name,0,Dole,2,2,1,1
93,h,instance,have-03,0,have-03,1,4,1,3
93,s,instance,say-01,0,say-01,2,5,1,4
93,a2,instance,anything,0,anything,3,1,1,0
93,p2,instance,person,0,person,3,3,2,1
93,n2,instance,name,0,Bush,4,2,1,1
93,p3,instance,point,0,point,1,3,2,1
93,c,instance,converse-01,0,converse-01,0,4,0,4
93,b,instance,both,0,both,0,3,1,2
94,s,instance,serve-01,0,serve-01,0,6,0,6
94,h,instance,he,0,he,1,2,2,0
94,c,instance,chairman,0,chairman,1,2,1,1
94,o,instance,organization,0,organization,2,2,1,1
94,n,instance,name,0,Republican,3,4,1,3
94,a,instance,also,0,also,1,1,1,0
94,d,instance,date-interval,0,date-interval,1,3,1,2
94,d1,instance,date-entity,0,1971,2,2,1,1
94,d2,instance,date-entity,0,1973,2,2,1,1
94,w,instance,while,0,while,1,2,1,1
94,h2,instance,have-org-role-91,0,have-org-role-91,2,4,1,3
94,g,instance,government-organization,0,government-organization,3,2,1,1
94,n2,instance,name,0,Senate,4,2,1,1
94,n,instance,name,1,National,3,4,1,3
94,n,instance,name,2,Committee,3,4,1,3
95,c,instance,contrast-01,0,contrast-01,0,3,0,3
95,s,instance,study-01,0,study-01,1,6,2,4
95,p,instance,person,0,person,2,2,1,1
95,n,instance,name,0,Dole,3,2,1,1
95,l,instance,law,0,law,2,1,1,0
95,u,instance,university,0,university,2,2,1,1
95,n2,instance,name,0,KU,3,2,1,1
95,i,instance,interrupt-01,0,interrupt-01,1,4,1,3
95,s2,instance,start-01,0,start-01,2,3,1,2
95,e,instance,event,0,event,3,2,1,1
95,n3,instance,name,0,World,4,4,1,3
95,n3,instance,name,1,War,4,4,1,3
95,n3,instance,name,2,II,4,4,1,3
96,p,instance,person,0,person,0,6,4,2
96,n,instance,name,0,Webster,1,4,1,3
96,c,instance,country,0,country,1,2,1,1
96,n2,instance,name,0,United,2,3,1,2
96,p2,instance,play-01,0,play-01,0,4,0,4
96,t,instance,trumpet,0,trumpet,0,1,1,0
96,j,instance,jazz,0,jazz,0,2,2,0
96,p3,instance,play-01,0,play-01,0,4,0,4
96,c2,instance,cornet,0,cornet,0,1,1,0
96,b,instance,bear-02,0,bear-02,0,3,0,3
96,d,instance,date-entity,0,1932,0,4,1,3
96,d2,instance,die-01,0,die-01,0,3,0,3
96,d3,instance,date-entity,0,2003,0,4,1,3
96,n,instance,name,1,English,1,4,1,3
96,n2,instance,name,1,States,2,3,1,2
96,n,instance,name,2,Young,1,4,1,3
97,d,instance,descend-01,0,descend-01,0,3,0,3
97,h,instance,he,0,he,1,1,1,0
97,a,instance,and,0,and,1,3,1,2
97,e1,instance,ethnic-group,0,ethnic-group,2,3,1,2
97,n1,instance,name,0,Irish,3,2,1,1
97,f1,instance,fraction,0,fraction,3,3,1,2
97,e2,instance,ethnic-group,0,ethnic-group,2,3,1,2
97,n2,instance,name,0,French,3,2,1,1
97,f2,instance,fraction,0,fraction,3,3,1,2
98,c,instance,comment-01,0,comment-01,0,5,1,4
98,h,instance,he,0,he,1,1,1,0
98,o,instance,opposite-01,0,opposite-01,0,3,0,3
98,p,instance,person,0,person,0,2,1,1
98,n,instance,name,0,Bill,0,3,1,2
98,p2,instance,program,0,program,1,3,1,2
98,n2,instance,name,0,60,2,3,1,2
98,o2,instance,organization,0,organization,2,2,1,1
98,n3,instance,name,0,CBS,3,2,1,1
98,t,instance,time,0,time,1,3,2,1
98,s,instance,short-02,0,short-02,2,3,1,2
98,n,instance,name,1,Clinton,0,3,1,2
98,n2,instance,name,1,Minutes,2,3,1,2
99,s,instance,star-01,0,star-01,0,5,0,5
99,h,instance,he,0,he,1,2,2,0
99,s2,instance,sitcom,0,sitcom,1,4,2,2
99,n,instance,name,0,Suddenly,2,3,1,2
99,p,instance,person,0,person,2,2,1,1
99,n2,instance,name,0,Brooke,3,3,1,2
99,o,instance,organization,0,organization,0,2,0,2
99,n3,instance,name,0,NBC,0,2,1,1
99,d,instance,date-entity,0,1997,1,3,1,2
99,a,instance,after,0,after,1,3,1,2
99,l,instance,lose-02,0,lose-02,2,4,1,3
99,e,instance,election,0,election,3,2,1,1
99,p2,instance,presidential,0,presidential,4,1,1,0
99,s3,instance,short,0,short,2,1,1,0
99,n,instance,name,1,Susan,2,3,1,2
99,n2,instance,name,1,Shields,3,3,1,2
100,d,instance,discard-01,0,discard-01,0,4,0,4
100,t,instance,they,0,they,1,2,2,0
100,v,instance,value-01,0,value-01,1,3,1,2
100,a,instance,and,0,and,2,3,1,2
100,s,instance,spiritual,0,spiritual,3,1,1,0
100,c,instance,creative,0,creative,3,1,1,0
100,g,instance,grow-01,0,grow-01,1,3,1,2
100,d2,instance,desire-01,0,desire-01,2,4,1,3
100,w,instance,wealth,0,wealth,3,1,1,0
101,a,instance,and,0,and,0,2,0,2
101,l,instance,lead-03,0,lead-03,1,4,1,3
101,g,instance,greed-01,0,greed-01,2,3,1,2
101,p,instance,person,0,person,3,3,3,0
101,a2,instance,and,0,and,2,3,1,2
101,t,instance,trust-01,0,trust-01,3,4,1,3
101,h,instance,honest-01,0,honest-01,3,4,1,3
101,c,instance,crumble-01,0,crumble-01,1,4,1,3
101,s,instance,society,0,society,2,1,1,0
101,e,instance,eventual,0,eventual,2,1,1,0
102,n,instance,note-01,0,note-01,0,4,0,4
102,p,instance,person,0,person,1,2,1,1
102,n2,instance,name,0,Adams,2,2,1,1
102,s,instance,shift-01,0,shift-01,1,8,1,7
102,c,instance,center,0,center,2,3,1,2
102,t,instance,trade-01,0,trade-01,3,2,1,1
102,w,instance,world,0,world,3,1,1,0
102,c2,instance,city,0,city,2,2,1,1
102,n3,instance,name,0,Constantinople,3,2,1,1
102,v,instance,city,0,city,2,2,1,1
102,n4,instance,name,0,Venice,3,2,1,1
102,a,instance,city,0,city,2,2,1,1
102,n5,instance,name,0,Amsterdam,3,2,1,1
102,l,instance,city,0,city,2,2,1,1
102,n6,instance,name,0,London,3,2,1,1
102,a2,instance,as,0,as,2,2,1,1
102,e,instance,emerge-01,0,emerge-01,3,4,1,3
102,c3,instance,center,0,center,4,3,1,2
102,p2,instance,population,0,population,5,1,1,0
102,n7,instance,new,0,new,5,1,1,0
102,w2,instance,west,0,west,4,1,1,0
102,b,instance,book,0,book,1,3,1,2
102,n8,instance,name,0,The,2,7,1,6
102,d,instance,date-entity,0,1895,2,2,1,1
102,n8,instance,name,1,Law,2,7,1,6
102,n8,instance,name,2,of,2,7,1,6
102,n8,instance,name,3,Civilisation,2,7,1,6
102,n8,instance,name,4,and,2,7,1,6
102,n8,instance,name,5,Decay,2,7,1,6
103,p,instance,predict-01,0,predict-01,0,4,0,4
103,h,instance,he,0,he,1,1,1,0
103,b,instance,become-01,0,become-01,1,4,1,3
103,c,instance,city,0,city,2,2,1,1
103,n,instance,name,0,New,3,3,1,2
103,c2,instance,center,0,center,2,3,1,2
103,t,instance,trade,0,trade,3,1,1,0
103,w,instance,world,0,world,3,1,1,0
103,b2,instance,book,0,book,1,3,1,2
103,n2,instance,name,0,America's,2,4,1,3
103,d,instance,date-entity,0,1900,2,2,1,1
103,n,instance,name,1,York,3,3,1,2
103,n2,instance,name,1,Economic,2,4,1,3
103,n2,instance,name,2,Supremacy,2,4,1,3
104,d,instance,die-01,0,die-01,0,6,1,5
104,s,instance,she,0,she,1,1,1,0
104,c,instance,cause-01,0,cause-01,0,3,0,3
104,a,instance,and,0,and,0,3,1,2
104,s2,instance,stroke-01,0,stroke-01,0,3,1,2
104,m,instance,multiple,0,multiple,0,1,1,0
104,c2,instance,cancer-01,0,cancer-01,0,3,1,2
104,l,instance,lung,0,lung,0,1,1,0
104,d2,instance,date-entity,0,2004,1,4,1,3
104,c3,instance,city,0,city,1,3,2,1
104,n,instance,name,0,Tarzana,2,2,1,1
104,s3,instance,state,0,state,0,2,0,2
104,n2,instance,name,0,California,0,2,1,1
104,t,instance,temporal-quantity,0,temporal-quantity,1,3,1,2
104,y,instance,year,0,year,2,1,1,0
105,w,instance,work-01,0,work-01,0,5,0,5
105,p,instance,person,0,person,1,3,2,1
105,n,instance,name,0,Coppola,2,2,1,1
105,o,instance,organization,0,organization,1,2,1,1
105,n2,instance,name,0,NBC,2,4,1,3
105,d,instance,date-interval,0,date-interval,1,2,1,1
105,u,instance,under-01,0,under-01,1,4,1,3
105,p2,instance,person,0,person,2,2,1,1
105,n3,instance,name,0,Arturo,3,3,1,2
105,n2,instance,name,1,Symphony,2,4,1,3
105,n3,instance,name,1,Toscanini,3,3,1,2
105,n2,instance,name,2,Orchestra,2,4,1,3
106,m,instance,multi-sentence,0,multi-sentence,0,1,0,1
106,a,instance,and,0,and,1,3,1,2
106,b,instance,brother-01,0,brother-01,2,4,1,3
106,p,instance,person,0,person,3,3,3,0
106,y,instance,young-05,0,young-05,0,3,0,3
106,m2,instance,more,0,more,0,1,1,0
106,a2,instance,and,0,and,3,3,1,2
106,p2,instance,person,0,person,4,3,2,1
106,n,instance,name,0,Lionel,5,3,1,2
106,a3,instance,act-01,0,act-01,0,3,0,3
106,p3,instance,person,0,person,4,3,2,1
106,n2,instance,name,0,Ethel,5,3,1,2
106,g,instance,grandfather-01,0,grandfather-01,2,4,1,3
106,p4,instance,person,0,person,3,2,1,1
106,n3,instance,name,0,Drew,4,3,1,2
106,n,instance,name,1,Barrymore,5,3,1,2
106,n2,instance,name,1,Barrymore,5,3,1,2
106,n3,instance,name,1,Barrymore,4,3,1,2
107,h,instance,have-03,0,have-03,0,3,0,3
107,t,instance,they,0,they,1,1,1,0
107,c,instance,child,0,child,1,3,1,2
107,a,instance,and,0,and,2,3,1,2
107,p1,instance,person,0,person,3,2,1,1
107,n1,instance,name,0,Dolores,4,5,1,4
107,p2,instance,person,0,person,3,3,2,1
107,n2,instance,name,0,John,4,4,1,3
107,f,instance,father-01,0,father-01,0,3,0,3
107,p3,instance,person,0,person,0,2,1,1
107,n3,instance,name,0,Drew,0,3,1,2
107,n1,instance,name,1,Ethel,4,5,1,4
107,n2,instance,name,1,Drew,4,4,1,3
107,n3,instance,name,1,Barrymore,0,3,1,2
107,n1,instance,name,2,Mae,4,5,1,4
107,n2,instance,name,2,Barrymore,4,4,1,3
107,n1,instance,name,3,Barrymore,4,5,1,4
108,p,instance,propose-01,0,propose-01,0,4,0,4
108,p2,instance,person,0,person,1,2,1,1
108,n,instance,name,0,Barrymore,2,2,1,1
108,m,instance,marry-01,0,marry-01,1,2,1,1
108,b,instance,become-01,0,become-01,1,4,1,3
108,s,instance,she,0,she,2,2,2,0
108,p3,instance,pregnant-01,0,pregnant-01,2,3,1,2
109,c,instance,contrast-01,0,contrast-01,0,2,0,2
109,a,instance,and,0,and,1,3,1,2
109,i,instance,intervene-01,0,intervene-01,2,3,1,2
