sentence_id,word_id,content,FFD,GD,GPT,TRT,nFix,reading_order,node_id,node_type,instance,word_index,word,depth,degree,in_degree,out_degree
52,52_7,1946,153.07,166.21,244.14,337.5,2.14,7.0,d2,instance,date-entity,0,1946,2,2,1,1
52,52_9,"1993,",95.69,185.75,511.5,401.0,3.12,9.0,d3,instance,date-entity,0,1993,2,2,1,1
53,53_0,He,,,,,,,h,instance,he,0,he,1,1,1,0
53,53_3,honor,120.93,135.13,148.4,143.53,1.27,3.0,h2,instance,honor,0,honor,1,1,1,0
53,53_5,Tennessee,103.6,124.73,150.07,182.13,1.6,5.0,n2,instance,name,0,Tennessee,0,3,1,2
53,53_6,Titans,150.6,188.13,188.13,197.67,1.47,6.0,n2,instance,name,1,Titans,0,3,1,2
53,53_7,quarterback,125.81,140.81,168.62,155.75,1.31,7.0,q,instance,quarterback-01,0,quarterback-01,0,3,0,3
53,53_8,Steve,125.27,157.8,194.6,193.6,1.53,8.0,n,instance,name,0,Steve,2,3,1,2
53,53_9,McNair.,157.56,221.0,715.75,294.5,1.94,9.0,n,instance,name,1,McNair,2,3,1,2
54,54_1,he,122.89,122.89,122.89,135.44,1.11,1.0,h,instance,he,0,he,2,5,5,0
54,54_10,career,92.38,113.0,248.81,163.81,1.75,10.0,c2,instance,career,0,career,3,2,1,1
54,54_16,AFC,119.94,127.62,151.88,200.0,1.62,16.0,n,instance,name,0,AFC,3,2,1,1
54,54_17,title,150.38,150.38,160.15,172.62,1.31,17.0,t,instance,title,0,title,3,1,1,0
54,54_18,game,95.6,113.73,206.67,158.67,1.67,18.0,g,instance,game-01,0,game-01,2,5,1,4
54,54_21,New,90.33,97.83,97.83,102.17,1.17,21.0,n2,instance,name,0,New,4,4,1,3
54,54_22,England,94.07,105.07,155.93,171.6,1.93,22.0,n2,instance,name,1,England,4,4,1,3
54,54_23,"Patriots,",94.67,112.27,133.87,157.4,1.53,23.0,n2,instance,name,2,Patriots,4,4,1,3
55,55_0,He,89.5,89.5,89.5,89.5,1.0,0.0,h,instance,he,0,he,3,5,5,0
55,55_10,season,120.67,135.6,161.93,177.93,1.6,10.0,s2,instance,season,0,season,3,3,1,2
55,55_12,"yards,",108.93,114.4,167.4,153.0,1.47,12.0,y,instance,yard,0,yard,6,1,1,0
55,55_14,touchdowns),142.0,191.0,336.07,288.0,2.47,14.0,t,instance,touchdown,0,touchdown,6,2,1,1
55,55_15,and,110.7,110.7,110.7,147.0,1.4,15.0,a,instance,and,0,and,1,3,1,2
55,55_19,Heisman,150.88,204.56,204.56,264.12,2.19,19.0,n2,instance,name,0,Heisman,5,2,1,1
55,55_20,Trophy,110.86,110.86,228.71,211.71,1.64,20.0,t2,instance,trophy,0,trophy,4,2,1,1
55,55_24,University,110.53,131.4,177.13,180.47,1.67,24.0,u,instance,university,0,university,5,2,1,1
55,55_25,of,117.25,117.25,117.25,117.25,1.0,25.0,n4,instance,name,1,of,6,4,1,3
55,55_27,Charles,121.07,149.53,149.53,175.93,1.53,27.0,n3,instance,name,0,Charles,5,3,1,2
55,55_28,"Woodson,",102.43,102.43,198.79,154.79,1.5,28.0,n3,instance,name,1,Woodson,5,3,1,2
55,55_3,even,120.93,125.93,186.5,193.21,1.64,3.0,e,instance,even,0,even,6,1,1,0
55,55_30,he,95.2,95.2,236.8,112.4,1.2,30.0,h,instance,he,0,he,3,5,5,0
55,55_34,beat,140.64,144.79,144.79,170.36,1.36,34.0,b,instance,beat-03,0,beat-03,2,5,1,4
55,55_35,arch,114.15,114.15,219.23,141.54,1.15,35.0,a4,instance,arch,0,arch,0,1,1,0
55,55_36,rival,128.64,145.73,344.27,172.64,1.36,36.0,r,instance,rival-01,0,rival-01,0,3,0,3
55,55_37,University,101.13,128.73,246.13,251.73,2.33,37.0,u,instance,university,0,university,5,2,1,1
55,55_38,of,87.0,87.0,158.33,87.0,1.0,38.0,n4,instance,name,1,of,6,4,1,3
55,55_39,Florida,118.93,147.64,195.21,177.86,1.57,39.0,n5,instance,name,2,Florida,4,4,1,3
55,55_4,more,100.54,107.92,150.23,165.15,1.62,4.0,m,instance,more,0,more,5,2,1,1
55,55_43,consecutive,119.27,132.2,246.0,161.6,1.4,43.0,c2,instance,consecutive,0,consecutive,4,1,1,0
55,55_44,time.,137.22,163.67,1381.89,173.56,1.22,44.0,t3,instance,time,0,time,3,3,1,2
55,55_5,impressive,101.93,117.27,117.27,166.2,1.67,5.0,i,instance,impressive,0,impressive,4,2,1,1
55,55_6,numbers,99.71,109.5,126.07,172.79,1.71,6.0,n,instance,number,0,number,3,3,1,2
55,55_9,last,107.3,117.8,185.2,150.3,1.4,9.0,l,instance,last,0,last,4,1,1,0
56,56_1,mother,92.79,136.5,169.79,216.43,2.0,1.0,m2,instance,mother,0,mother,2,2,1,1
56,56_10,Aristotle,155.12,218.81,248.38,295.0,2.31,10.0,n3,instance,name,0,Aristotle,2,3,1,2
56,56_11,Onassis,163.44,176.75,304.94,303.31,2.06,11.0,n3,instance,name,1,Onassis,2,3,1,2
56,56_13,1968,142.6,178.13,246.4,358.6,2.4,13.0,d,instance,date-entity,0,1968,2,2,1,1
56,56_18,"1975,",168.0,183.4,416.93,238.27,1.73,18.0,d3,instance,date-entity,0,1975,3,2,1,1
56,56_2,Jacqueline,118.2,142.53,207.07,235.4,2.2,2.0,n,instance,name,0,Jacqueline,2,3,1,2
56,56_20,John,127.69,144.31,237.44,186.12,1.56,20.0,n2,instance,name,0,John,4,2,1,1
56,56_23,years,131.11,172.78,810.44,293.56,2.11,23.0,y,instance,year,0,year,5,1,1,0
56,56_3,Kennedy,114.71,114.71,114.71,186.57,1.57,3.0,n,instance,name,1,Kennedy,2,3,1,2
56,56_9,tycoon,144.86,144.86,253.0,239.43,1.79,9.0,t,instance,tycoon,0,tycoon,2,3,1,2
57,57_1,most,97.31,135.85,148.0,206.62,1.77,1.0,m,instance,most,0,most,2,1,1,0
57,57_10,significant,116.6,120.93,163.53,128.4,1.13,10.0,s,instance,significant,0,significant,2,2,1,1
57,57_11,role,95.6,102.2,102.2,102.2,1.1,11.0,r,instance,role,0,role,1,2,1,1
57,57_13,young,104.92,110.46,275.62,170.08,1.54,13.0,y,instance,young,0,young,3,1,1,0
57,57_15,life.,125.8,125.8,423.2,125.8,1.0,15.0,l,instance,life,0,life,1,2,1,1
57,57_2,"accounts,",112.93,133.8,160.13,167.73,1.4,2.0,a,instance,account,0,account,1,2,1,1
57,57_3,Aristotle,138.44,158.56,158.56,264.62,1.81,3.0,n,instance,name,0,Aristotle,2,3,1,2
57,57_4,Onassis,112.25,129.5,156.44,176.31,1.62,4.0,n,instance,name,1,Onassis,2,3,1,2
57,57_7,play,95.71,104.0,107.86,104.0,1.07,7.0,p,instance,play-02,0,play-02,0,6,0,6
58,58_0,He,100.0,100.0,100.0,100.0,1.0,0.0,h,instance,he,0,he,1,1,1,0
58,58_3,1983,166.2,211.27,277.47,347.2,2.07,3.0,d,instance,date-entity,0,1983,1,2,1,1
58,58_7,degree,87.18,102.36,109.91,102.36,1.18,7.0,d2,instance,degree,0,degree,1,3,1,2
58,58_9,history.,115.12,207.81,422.19,207.81,1.5,9.0,h2,instance,history,0,history,2,1,1,0
59,59_0,Taylor,134.57,189.5,189.5,365.14,2.29,0.0,n,instance,name,0,Taylor,2,2,1,1
59,59_4,dual,120.64,132.86,189.57,194.14,1.71,4.0,d,instance,dual,0,dual,0,1,1,0
59,59_6,and,100.3,100.3,119.9,132.5,1.3,6.0,a,instance,and,0,and,0,3,1,2
59,59_8,citizenship.,102.25,132.69,1095.31,316.12,2.56,8.0,c,instance,citizenship,0,citizenship,0,3,1,2
60,60_0,Christian,121.9,159.1,159.1,278.6,2.2,0.0,n,instance,name,0,Christian,1,3,1,2
60,60_1,VII,147.92,194.46,243.85,343.69,2.31,1.0,n,instance,name,1,VII,1,3,1,2
60,60_10,and,106.0,106.0,320.0,192.3,1.6,10.0,a,instance,and,0,and,0,5,0,5
60,60_11,"Norway,",123.44,127.75,145.0,153.44,1.25,11.0,n3,instance,name,0,Norway,0,2,1,1
60,60_12,Duke,119.67,119.67,119.67,182.8,1.47,12.0,d4,instance,duke-01,0,duke-01,0,3,1,2
60,60_14,Schleswig,150.5,166.69,239.44,301.62,2.06,14.0,n4,instance,name,0,Schleswig,0,2,1,1
60,60_15,and,95.17,95.17,173.33,164.0,1.5,15.0,a,instance,and,0,and,0,5,0,5
60,60_16,Holstein.,105.73,191.07,1199.0,327.67,2.47,16.0,n5,instance,name,0,Holstein,0,2,1,1
60,60_6,"1808),",120.31,127.38,164.08,209.15,1.77,6.0,d3,instance,date-entity,0,1808,0,4,1,3
60,60_7,King,95.92,101.08,114.0,154.54,1.62,7.0,k,instance,king-01,0,king-01,0,3,1,2
60,60_9,Denmark,109.25,150.88,325.56,231.5,2.06,9.0,n2,instance,name,0,Denmark,0,2,1,1
61,61_12,first,98.0,125.21,167.36,203.36,1.86,12.0,f,instance,first,0,first,0,1,1,0
61,61_13,consort,138.94,179.94,184.12,269.69,2.06,13.0,c2,instance,consort,0,consort,0,2,1,1
61,61_14,"Louisa,",159.4,175.07,200.47,283.73,2.2,14.0,n3,instance,name,0,Louisa,0,2,1,1
61,61_15,daughter,117.31,117.31,224.62,217.44,1.88,15.0,d,instance,daughter-01,0,daughter-01,0,3,0,3
61,61_17,George,95.44,154.31,199.25,231.31,2.0,17.0,n4,instance,name,0,George,0,3,1,2
61,61_18,II,105.0,105.0,167.71,130.57,1.14,18.0,n4,instance,name,1,II,0,3,1,2
61,61_20,Great,105.62,127.69,136.46,143.62,1.31,20.0,n5,instance,name,0,Great,0,3,1,2
61,61_21,Britain.,128.6,180.07,887.53,226.4,1.67,21.0,n5,instance,name,1,Britain,0,3,1,2
61,61_3,son,101.92,122.25,137.92,140.33,1.25,3.0,s,instance,son-01,0,son-01,0,3,0,3
61,61_5,Frederick,107.13,117.73,160.53,169.27,1.53,5.0,n,instance,name,0,Frederick,0,3,1,2
61,61_6,"V,",125.2,141.3,155.9,172.2,1.5,6.0,n,instance,name,1,V,0,3,1,2
61,61_7,King,143.13,162.47,207.6,210.0,1.53,7.0,k,instance,king,0,king,0,1,1,0
61,61_9,"Denmark,",110.0,118.79,143.5,158.86,1.57,9.0,n2,instance,name,0,Denmark,0,2,1,1
62,62_0,He,226.0,226.0,226.0,226.0,1.0,0.0,h,instance,he,0,he,1,1,1,0
62,62_5,condition,121.0,144.64,151.14,208.36,1.64,5.0,c,instance,condition-01,0,condition-01,1,3,1,2
62,62_7,mental,168.81,232.19,490.69,311.38,1.88,7.0,m,instance,mental,0,mental,3,1,1,0
62,62_8,stupor.,127.5,127.5,509.0,127.5,1.0,8.0,s2,instance,stupor,0,stupor,2,2,1,1
63,63_0,Patti,140.75,176.25,176.25,324.25,1.92,0.0,n,instance,name,3,Patti,2,5,1,4
63,63_11,"Madrid,",124.94,168.38,335.44,238.81,1.94,11.0,n3,instance,name,0,Madrid,2,2,1,1
63,63_12,Spain.,109.92,119.92,561.25,153.75,1.33,12.0,n4,instance,name,0,Spain,0,2,1,1
63,63_3,Adela,141.33,165.73,272.4,305.8,2.2,3.0,n,instance,name,0,Adela,2,5,1,4
63,63_4,Juana,148.47,168.2,299.73,264.2,2.13,4.0,n,instance,name,1,Juana,2,5,1,4
63,63_5,Maria,134.75,163.31,254.25,219.5,1.81,5.0,n,instance,name,2,Maria,2,5,1,4
63,63_6,Patti,127.13,146.2,195.87,180.13,1.53,6.0,n,instance,name,3,Patti,2,5,1,4
63,63_9,parents,107.5,168.94,168.94,219.31,2.0,9.0,p3,instance,parent-01,0,parent-01,0,2,0,2
64,64_0,Symptoms,113.15,131.92,131.92,258.77,1.77,0.0,s,instance,symptom,0,symptom,1,1,1,0
64,64_2,this,113.89,130.56,130.56,210.89,1.89,2.0,t2,instance,this,0,this,2,1,1,0
64,64_3,time,117.69,124.54,129.31,132.23,1.15,3.0,t,instance,time,0,time,1,2,1,1
64,64_5,"paranoia,",136.4,193.07,238.47,206.0,1.67,5.0,p,instance,paranoia,0,paranoia,2,1,1,0
64,64_7,and,121.0,121.0,1438.0,188.33,1.33,7.0,a,instance,and,0,and,1,4,1,3
65,65_0,He,111.5,111.5,111.5,111.5,1.0,0.0,h,instance,he,0,he,1,2,2,0
65,65_12,power,119.67,141.42,148.42,183.67,1.67,12.0,p2,instance,power-01,0,power-01,0,2,1,1
65,65_15,late,117.23,130.92,177.23,172.46,1.54,15.0,l,instance,late,0,late,0,1,1,0
65,65_2,submissive,114.47,170.87,170.87,266.87,2.27,2.0,s,instance,submissive-01,0,submissive-01,1,4,1,3
65,65_4,upstart,131.12,188.56,266.69,381.56,2.69,4.0,u,instance,upstart-01,0,upstart-01,3,3,1,2
65,65_5,Johann,132.06,149.25,346.0,304.12,2.5,5.0,n,instance,name,0,Johann,3,4,1,3
65,65_6,Friedrich,122.08,156.77,294.08,241.0,2.15,6.0,n,instance,name,1,Friedrich,3,4,1,3
65,65_7,"Struensee,",111.75,168.81,331.06,310.75,2.56,7.0,n,instance,name,2,Struensee,3,4,1,3
66,66_11,Struensee.,175.6,337.47,758.33,459.53,2.87,11.0,n3,instance,name,0,Struensee,3,2,1,1
66,66_3,lonely,130.38,162.75,162.75,211.19,1.75,3.0,l,instance,lonely-01,0,lonely-01,0,2,0,2
66,66_4,Caroline,122.25,133.69,337.06,214.94,1.69,4.0,n,instance,name,0,Caroline,2,3,1,2
66,66_5,Mathilde,163.07,244.67,258.73,279.6,1.93,5.0,n,instance,name,1,Mathilde,2,3,1,2
66,66_9,affair,113.75,150.19,233.0,184.94,1.62,9.0,a,instance,affair-01,0,affair-01,1,4,1,3
67,67_11,Struensee,133.69,232.81,232.81,318.19,2.25,11.0,n2,instance,name,0,Struensee,0,2,1,1
67,67_13,portrait,138.94,165.31,203.94,231.69,1.75,13.0,p3,instance,portrait,0,portrait,3,1,1,0
67,67_6,Louise,110.62,134.08,162.92,241.54,2.08,6.0,n,instance,name,0,Louise,3,2,1,1
67,67_9,daughter,108.56,127.75,127.75,165.38,1.56,9.0,d,instance,daughter-01,0,daughter-01,0,3,0,3
68,68_0,Struensee,110.6,155.73,155.73,337.53,2.07,0.0,n,instance,name,0,Struensee,3,2,1,1
68,68_3,and,129.29,129.29,129.29,213.29,1.57,3.0,a,instance,and,0,and,0,2,0,2
68,68_7,same,114.86,114.86,731.71,163.0,1.29,7.0,s,instance,same-01,0,same-01,3,2,1,1
68,68_8,year.,,,,,,,y,instance,year,0,year,2,3,2,1
69,69_0,Christian,146.87,175.27,175.27,306.73,2.4,0.0,n,instance,name,0,Christian,2,2,1,1
69,69_12,paternal,122.38,181.81,241.94,290.19,2.25,12.0,p4,instance,paternal,0,paternal,0,1,1,0
69,69_13,"grandmother,",100.44,151.75,322.19,214.0,2.19,13.0,g,instance,grandmother-01,0,grandmother-01,0,6,2,4
69,69_14,Sophie,111.69,154.0,154.0,180.88,1.62,14.0,n3,instance,name,0,Sophie,0,5,1,4
69,69_15,Magdalene,114.43,135.14,221.93,260.0,2.14,15.0,n3,instance,name,1,Magdalene,0,5,1,4
69,69_16,of,100.0,100.0,100.0,100.0,1.0,16.0,n3,instance,name,2,of,0,5,1,4
69,69_17,"Brandenburg-Kulmbach,",136.69,392.19,408.0,452.62,3.62,17.0,n3,instance,name,3,Brandenburg-Kulmbach,0,5,1,4
69,69_3,arrest,121.8,135.87,135.87,155.6,1.4,3.0,a,instance,arrest-01,0,arrest-01,2,3,1,2
69,69_4,warrant,102.67,109.33,109.33,128.87,1.27,4.0,w,instance,warrant-01,0,warrant-01,1,3,1,2
70,70_0,Caroline,113.87,140.0,140.0,238.47,1.87,0.0,n,instance,name,0,Caroline,3,3,1,2
70,70_1,"Mathilde,",153.33,165.73,227.27,236.53,1.73,1.0,n,instance,name,1,Mathilde,3,3,1,2
70,70_11,Denmark,105.77,124.69,171.62,197.31,1.92,11.0,n2,instance,name,0,Denmark,3,2,1,1
70,70_13,exile,125.93,146.67,146.67,167.4,1.33,13.0,e2,instance,exile-01,0,exile-01,2,3,1,2
70,70_14,and,108.83,108.83,566.5,122.0,1.17,14.0,a,instance,and,0,and,0,2,0,2
70,70_18,days,101.09,112.73,147.45,134.09,1.36,18.0,d,instance,day,0,day,2,2,2,0
70,70_21,Celle.,141.0,198.79,1023.36,269.07,1.93,21.0,n3,instance,name,0,Celle,3,2,1,1
70,70_4,title,111.71,111.71,132.0,139.29,1.29,4.0,t,instance,title,0,title,4,2,1,1
70,70_8,"children,",118.5,141.31,175.19,228.06,2.0,8.0,c3,instance,child,0,child,4,2,1,1
71,71_0,She,286.5,286.5,286.5,286.5,1.0,0.0,s,instance,she,0,she,1,1,1,0
71,71_3,cancer,95.46,107.08,124.62,133.31,1.46,3.0,c,instance,cancer,0,cancer,1,1,1,0
71,71_4,there,107.6,155.3,181.9,165.6,1.5,4.0,t,instance,there,0,there,1,1,1,0
71,71_8,1775.,247.0,247.0,365.0,247.0,1.0,8.0,d2,instance,date-entity,0,1775,1,4,1,3
72,72_0,Franklin,118.92,197.23,197.23,296.15,2.31,0.0,n,instance,name,0,Franklin,1,4,1,3
72,72_1,James,118.21,126.64,229.86,284.14,2.43,1.0,n,instance,name,1,James,1,4,1,3
72,72_13,film,116.07,116.07,417.33,209.6,1.87,13.0,f,instance,film,0,film,0,1,1,0
72,72_2,Schaffner,155.5,204.56,225.5,372.94,2.62,2.0,n,instance,name,2,Schaffner,1,4,1,3
72,72_5,1920,165.58,176.67,273.58,291.08,2.0,5.0,d2,instance,date-entity,0,1920,0,4,1,3
72,72_9,1989),123.79,157.43,315.93,263.43,2.07,9.0,d4,instance,date-entity,0,1989,0,4,1,3
73,73_0,Talia,121.38,146.85,146.85,258.85,1.85,0.0,n,instance,name,0,Talia,1,3,1,2
73,73_1,Shire,112.27,116.53,235.8,298.87,2.2,1.0,n,instance,name,1,Shire,1,3,1,2
73,73_5,1946),158.5,198.42,241.92,383.0,2.33,5.0,d2,instance,date-entity,0,1946,0,4,1,3
74,74_0,He,84.0,84.0,84.0,96.0,1.17,0.0,h,instance,he,0,he,1,1,1,0
74,74_10,in,132.29,132.29,132.29,132.29,1.0,10.0,n4,instance,name,1,in,3,5,1,4
74,74_12,The,95.1,95.1,317.4,104.2,1.1,12.0,n3,instance,name,0,The,3,4,1,3
74,74_13,Caine,141.53,166.93,228.47,206.2,1.6,13.0,n3,instance,name,1,Caine,3,4,1,3
74,74_14,Mutiny,113.46,161.92,167.0,179.54,1.77,14.0,n3,instance,name,2,Mutiny,3,4,1,3
74,74_15,and,102.0,102.0,102.0,128.25,1.25,15.0,a2,instance,and,0,and,1,4,1,3
74,74_16,the,104.11,104.11,104.11,104.11,1.0,16.0,n3,instance,name,0,The,3,4,1,3
74,74_17,MGM,126.57,148.36,148.36,148.36,1.21,17.0,n5,instance,name,0,MGM,4,2,1,1
74,74_18,musical,104.27,151.33,151.33,162.73,1.6,18.0,m4,instance,musical,0,musical,3,1,1,0
74,74_19,Deep,107.5,112.31,213.06,138.62,1.31,19.0,n4,instance,name,0,Deep,3,5,1,4
74,74_2,in,88.4,99.0,243.0,170.2,1.8,2.0,n4,instance,name,1,in,3,5,1,4
74,74_20,in,119.5,119.5,173.5,119.5,1.0,20.0,n4,instance,name,1,in,3,5,1,4
74,74_21,My,122.85,145.77,345.54,145.77,1.15,21.0,n4,instance,name,2,My,3,5,1,4
74,74_22,Heart.,113.0,113.0,478.83,113.0,1.0,22.0,n4,instance,name,3,Heart,3,5,1,4
74,74_4,Miss,124.64,145.64,195.14,179.64,1.57,4.0,n,instance,name,0,Miss,3,4,1,3
74,74_5,Sadie,118.93,156.93,166.13,211.87,1.8,5.0,n,instance,name,1,Sadie,3,4,1,3
74,74_6,Thompson,115.06,139.12,152.69,184.56,1.62,6.0,n,instance,name,2,Thompson,3,4,1,3
74,74_8,Rita,92.54,92.54,184.77,109.54,1.23,8.0,n2,instance,name,0,Rita,4,3,1,2
74,74_9,"Hayworth,",107.25,166.56,262.56,201.56,2.0,9.0,n2,instance,name,1,Hayworth,4,3,1,2
75,75_1,1955,155.67,210.33,269.47,544.67,3.2,1.0,d2,instance,date-entity,0,1955,1,2,1,1
75,75_2,Ferrer,142.06,146.5,216.31,429.06,2.75,2.0,n,instance,name,0,Ferrer,2,2,1,1
75,75_6,The,145.47,194.4,617.07,289.0,1.73,6.0,n2,instance,name,0,The,2,3,1,2
75,75_7,Shrike.,259.25,259.25,627.5,259.25,1.0,7.0,n2,instance,name,1,Shrike,2,3,1,2
76,76_0,The,108.67,108.67,108.67,108.67,1.0,0.0,n,instance,name,0,The,3,4,1,3
76,76_1,Cockleshell,121.0,251.94,251.94,445.38,3.12,1.0,n,instance,name,1,Cockleshell,3,4,1,3
76,76_10,Great,128.38,155.38,351.38,230.06,1.81,10.0,n2,instance,name,1,Great,3,4,1,3
76,76_11,Man.,140.77,140.77,477.77,168.62,1.23,11.0,n2,instance,name,2,Man,3,4,1,3
76,76_2,Heroes,133.2,140.0,225.6,200.13,1.6,2.0,n,instance,name,2,Heroes,3,4,1,3
76,76_5,year,108.58,114.83,123.33,122.33,1.17,5.0,y,instance,year,0,year,3,1,1,0
76,76_9,The,104.33,104.33,104.33,161.0,1.67,9.0,n,instance,name,0,The,3,4,1,3
77,77_1,1958,180.6,285.73,285.73,548.47,3.0,1.0,d,instance,date-entity,0,1958,1,2,1,1
77,77_2,Ferrer,89.43,89.43,122.57,232.64,2.07,2.0,n,instance,name,0,Ferrer,2,2,1,1
77,77_5,I,150.33,150.33,574.22,161.89,1.11,5.0,n2,instance,name,0,I,2,3,1,2
77,77_6,Accuse!,181.08,200.0,655.75,240.75,1.42,6.0,n2,instance,name,1,Accuse!,2,3,1,2
78,78_0,Ferrer,103.18,142.27,142.27,168.18,1.45,0.0,n,instance,name,0,Ferrer,4,2,1,1
78,78_1,also,79.33,79.33,146.33,141.11,1.56,1.0,a2,instance,also,0,also,3,1,1,0
78,78_10,Peyton,145.25,176.0,204.31,231.94,1.81,10.0,n1,instance,name,2,Peyton,4,5,1,4
78,78_11,Place,137.06,137.06,155.75,207.5,1.62,11.0,n1,instance,name,3,Place,4,5,1,4
78,78_13,1961,175.69,217.94,223.38,316.0,2.0,13.0,y1,instance,date-entity,0,1961,3,2,1,1
78,78_14,and,133.5,133.5,154.0,133.5,1.0,14.0,a,instance,and,0,and,1,3,1,2
78,78_15,also,127.79,127.79,127.79,138.29,1.07,15.0,a2,instance,also,0,also,3,1,1,0
78,78_19,State,118.07,128.86,128.86,147.21,1.36,19.0,n2,instance,name,0,State,5,3,1,2
78,78_20,Fair,135.25,156.0,156.0,200.25,1.67,20.0,n2,instance,name,1,Fair,5,3,1,2
78,78_22,1962.,158.93,190.07,601.29,246.43,1.57,22.0,y2,instance,date-entity,0,1962,3,2,1,1
78,78_6,appear,90.0,107.27,154.2,133.67,1.4,6.0,p1,instance,appear-01,0,appear-01,2,5,1,4
78,78_8,Return,99.25,138.31,145.0,164.38,1.69,8.0,n1,instance,name,0,Return,4,5,1,4
78,78_9,to,76.5,76.5,125.75,76.5,1.0,9.0,n1,instance,name,1,to,4,5,1,4
79,79_0,Clooney,121.2,145.33,145.33,371.93,2.4,0.0,n,instance,name,0,Clooney,2,2,1,1
79,79_4,wife.,115.33,115.33,465.67,180.0,1.33,4.0,w,instance,wife-01,0,wife-01,0,4,0,4
80,80_12,"1964,",142.13,210.2,232.0,302.93,2.2,12.0,d4,instance,date-entity,0,1964,5,2,1,1
80,80_17,again,99.47,103.0,207.53,111.67,1.2,17.0,a,instance,again,0,again,7,1,1,0
80,80_19,1967.,140.53,247.33,1010.13,308.93,2.0,19.0,d6,instance,date-entity,0,1967,7,2,1,1
80,80_5,"1953,",146.94,225.88,225.88,437.19,3.0,5.0,d,instance,date-entity,0,1953,1,2,1,1
80,80_8,"1961,",156.62,218.06,279.62,430.75,3.19,8.0,d3,instance,date-entity,0,1961,3,2,1,1
81,81_1,1950,149.87,205.33,280.47,358.8,2.4,1.0,d,instance,date-entity,0,1950,3,2,1,1
81,81_11,Cyrano,161.2,222.13,310.67,453.33,3.07,11.0,n3,instance,name,0,Cyrano,3,4,1,3
81,81_12,de,121.33,121.33,241.67,121.33,1.0,12.0,n3,instance,name,1,de,3,4,1,3
81,81_13,Bergerac,118.36,236.21,320.29,367.29,2.93,13.0,n3,instance,name,2,Bergerac,3,4,1,3
81,81_16,1950,118.81,135.31,144.81,215.75,1.62,16.0,d,instance,date-entity,0,1950,3,2,1,1
81,81_17,film,98.45,98.45,272.45,148.36,1.45,17.0,f,instance,film,0,film,2,3,1,2
81,81_2,Ferrer,114.88,118.5,229.69,290.69,2.69,2.0,n,instance,name,0,Ferrer,2,2,1,1
81,81_5,Academy,100.57,114.36,142.57,180.57,1.93,5.0,n2,instance,name,0,Academy,2,3,1,2
81,81_6,Award,99.54,120.0,120.0,127.15,1.31,6.0,a,instance,award-01,0,award-01,1,3,1,2
82,82_0,He,133.5,133.5,133.5,133.5,1.0,0.0,h,instance,he,0,he,1,1,1,0
82,82_10,et,155.43,155.43,201.86,171.43,1.14,10.0,n2,instance,name,1,et,2,4,1,3
82,82_11,D'Artagnan.,125.81,304.06,663.75,470.38,3.38,11.0,n2,instance,name,2,D'Artagnan,2,4,1,3
82,82_2,Cyrano,123.25,151.75,200.94,257.81,1.81,2.0,n,instance,name,0,Cyrano,2,2,1,1
82,82_3,yet,146.4,146.4,156.3,146.4,1.0,3.0,y,instance,yet,0,yet,2,1,1,0
82,82_4,again,92.13,106.47,106.47,111.47,1.2,4.0,a,instance,again,0,again,1,2,1,1
82,82_8,"movie,",94.31,106.31,119.31,106.31,1.15,8.0,m,instance,movie,0,movie,1,3,1,2
82,82_9,Cyrano,115.87,137.4,159.53,154.6,1.27,9.0,n,instance,name,0,Cyrano,2,2,1,1
83,83_0,Ferrer,103.67,124.67,124.67,226.33,1.83,0.0,n,instance,name,0,Ferrer,2,2,1,1
83,83_1,also,110.08,120.17,120.17,216.17,2.0,1.0,a,instance,also,0,also,1,1,1,0
83,83_10,wealthy,111.31,116.12,205.56,181.44,1.5,10.0,w,instance,wealthy-01,0,wealthy-01,0,3,0,3
83,83_12,father,115.5,126.57,126.57,183.86,1.43,12.0,f,instance,father-01,0,father-01,2,5,3,2
83,83_15,popular,101.94,134.5,134.5,179.31,1.75,15.0,p3,instance,popular-01,0,popular-01,0,2,0,2
83,83_16,Newhart,108.56,141.88,169.94,182.25,1.62,16.0,n3,instance,name,0,Newhart,2,2,1,1
83,83_17,television,134.81,185.25,185.25,212.31,1.81,17.0,t,instance,television,0,television,2,1,1,0
83,83_18,sitcom,121.23,121.23,136.31,159.85,1.38,18.0,s,instance,sitcom,0,sitcom,1,4,2,2
83,83_5,role,112.45,117.0,117.0,170.36,1.55,5.0,r,instance,role-01,0,role-01,1,4,2,2
83,83_7,Julia,129.5,137.69,144.81,191.0,1.62,7.0,n2,instance,name,0,Julia,4,3,1,2
84,84_1,also,121.29,133.57,149.5,167.29,1.36,1.0,a3,instance,also,0,also,1,1,1,0
84,84_10,flamboyant,117.56,177.88,177.88,191.94,1.81,10.0,f,instance,flamboyant,0,flamboyant,4,1,1,0
84,84_11,attorney,142.13,175.0,175.0,186.2,1.33,11.0,a,instance,attorney,0,attorney,2,3,1,2
84,84_12,Reuben,170.19,184.06,184.06,267.06,1.75,12.0,n,instance,name,0,Reuben,3,3,1,2
84,84_13,Marino,122.0,136.87,178.4,180.73,1.53,13.0,n,instance,name,1,Marino,3,3,1,2
84,84_18,Another,142.25,158.56,158.56,175.0,1.38,18.0,n2,instance,name,0,Another,2,3,1,2
84,84_19,World,107.79,107.79,139.57,151.29,1.43,19.0,n2,instance,name,1,World,2,3,1,2
